link_id,from_id,to_id,is_connector,funcclass,lanes,speed,length
11178:3305;10082:154847,11178:3305,10082:154847,f,7,,50,98.9792997399036
2480B3020;2:450733,2480B3020,2:450733,t,7,,30,100
11158:99450;20656:2878881,11158:99450,20656:2878881,f,7,,50,5.02643233311544
20656:2874522;2:453193,20656:2874522,2:453193,f,7,,40,9.08472855884616
16587:25094;16587:25092,16587:25094,16587:25092,f,7,,50,19.9131062518131
2:455911;20656:2858904,2:455911,20656:2858904,f,7,,30,46.7183358647685
15610:9231;20656:341725,15610:9231,20656:341725,f,7,,30,335.545052700641
2:455203;20656:2898172,2:455203,20656:2898172,f,4,2,40,34.6791778930685
2480C1020;20656:2852841,2480C1020,20656:2852841,t,7,,30,100
1:200303017;2:457391,1:200303017,2:457391,f,4,2,70,113.737255554981
2:455954;20656:2889139,2:455954,20656:2889139,f,7,,40,6.92417453557066
1:210104400;10082:93742,1:210104400,10082:93742,f,4,2,50,1.37495781735246
2:3707185;2:449083,2:3707185,2:449083,f,3,2,80,54.3198274016423
20656:2874502;10027:774437,20656:2874502,10027:774437,f,7,,40,188.968251880589
2:458247;2:458037,2:458247,2:458037,f,4,2,90,612.075815001401
2:3708549;2:3708861,2:3708549,2:3708861,f,7,,50,11.6118691866077
11178:2984;10082:120195,11178:2984,10082:120195,f,3,2,60,584.524481232366
20656:2868447;16587:25496,20656:2868447,16587:25496,f,7,,30,26.5927479774179
11158:99119;11178:9108,11158:99119,11178:9108,f,7,,30,29.3096477689023
20656:2851555;2:3709125,20656:2851555,2:3709125,f,7,,30,59.2148659451019
2:455277;11178:9297,2:455277,11178:9297,f,7,,40,31.6888978196471
11178:4312;20656:2888019,11178:4312,20656:2888019,f,7,,40,58.8083089035491
20656:2868809;20656:2868803,20656:2868809,20656:2868803,f,7,,50,107.471304101121
2:3708785;2:3709155,2:3708785,2:3709155,f,7,,30,88.334121114
12735:2679;2:461132,12735:2679,2:461132,f,4,2,70,233.762152044001
2:3707552;2:451172,2:3707552,2:451172,f,5,,40,144.224054952711
2:440473;2:440496,2:440473,2:440496,f,5,2,70,92.7010245105154
2:455767;11178:1577,2:455767,11178:1577,f,7,,30,8.04265099373007
20656:358201;20656:358199,20656:358201,20656:358199,f,7,,50,101.932753784046
10017:21884;10017:21892,10017:21884,10017:21892,f,7,,50,43.5238785405913
20656:2887945;20656:343437,20656:2887945,20656:343437,f,7,,40,10.3309630235892
2:462357;15610:9692,2:462357,15610:9692,f,7,,30,68.643021374392
2:3709708;2:456949,2:3709708,2:456949,f,7,,30,92.6996771300394
2:456744;20656:2830942,2:456744,20656:2830942,f,7,,40,11.1846112603725
16589:8238;2:454426,16589:8238,2:454426,f,7,,60,104.924063276594
18931:167187;2:450333,18931:167187,2:450333,f,7,,50,25.9562823837782
2:461283;2:461249,2:461283,2:461249,f,4,2,70,166.346675745191
20656:2852020;11178:6360,20656:2852020,11178:6360,f,7,,40,11.2936026333548
2:456012;20656:2836404,2:456012,20656:2836404,f,7,,30,129.492092781205
16585:28529;15610:8673,16585:28529,15610:8673,f,7,,30,81.5315831085022
19328:928;19328:932,19328:928,19328:932,f,7,,40,25.9602981293788
16592:21156;2:459933,16592:21156,2:459933,f,0,2,60,129.589133574933
2:455134;2:3709158,2:455134,2:3709158,f,7,,30,83.3572058673108
11178:9936;16593:46647,11178:9936,16593:46647,f,4,2,90,5.69487357111821
20656:366897;20656:366899,20656:366897,20656:366899,f,7,,50,53.7625512711908
2:457370;2:457409,2:457370,2:457409,f,5,2,70,168.438367847385
20656:3691221;20656:3691213,20656:3691221,20656:3691213,f,7,,30,41.2797467530262
12250:612;11162:12734,12250:612,11162:12734,f,7,,70,3329.7513645792
20656:2874396;2:453643,20656:2874396,2:453643,f,7,,40,269.537132573769
2:460513;2:3711122,2:460513,2:3711122,f,7,,30,141.220029836375
2:3706205;2:443496,2:3706205,2:443496,f,7,,70,177.35262351005
2:453210;2:453158,2:453210,2:453158,f,7,,40,161.843439865519
16585:29164;16585:29162,16585:29164,16585:29162,f,7,,40,136.898929112294
2:451007;2:450976,2:451007,2:450976,f,7,,30,48.812004425619
2:442252;2:3706059,2:442252,2:3706059,f,7,,70,49.5320446614696
20656:2876215;20656:343609,20656:2876215,20656:343609,f,7,,50,36.5199934422474
20656:2890296;11158:93323,20656:2890296,11158:93323,f,7,,40,185.06764715937
16587:25365;20656:2889202,16587:25365,20656:2889202,f,7,,50,13.777283367954
11180:1453;12735:11710,11180:1453,12735:11710,f,7,,50,10.8311036374044
2:454455;2:3708960,2:454455,2:3708960,f,7,,30,16.0830621115013
12732:25850;2:455544,12732:25850,2:455544,f,7,,40,80.6186962837704
2:3710614;2:458616,2:3710614,2:458616,f,4,2,70,189.939434934981
2:456075;2:456055,2:456075,2:456055,f,5,,60,28.4604833125109
2:441359;2:441341,2:441359,2:441341,f,7,,70,64.2394431789683
2:3708920;2:3708768,2:3708920,2:3708768,f,4,2,50,44.5475039360005
2:3709081;2:455103,2:3709081,2:455103,f,7,,40,169.55560441288
2:456308;11178:6006,2:456308,11178:6006,f,5,2,50,85.7672874933271
20656:2824077;2:462608,20656:2824077,2:462608,f,7,,30,6.4314861428531
2:447010;12726:148343,2:447010,12726:148343,f,4,2,60,233.077215753847
2:455299;2:455233,2:455299,2:455233,f,7,,40,55.4244179942359
10446:143;2:462819,10446:143,2:462819,f,7,,70,237.970333664614
2:3707614;2:451192,2:3707614,2:451192,f,7,,50,322.110945047064
2:454905;20656:2867286,2:454905,20656:2867286,f,7,,30,39.4490578340108
2:460326;20656:2827100,2:460326,20656:2827100,f,7,,30,88.8149362568935
2:455702;2:455700,2:455702,2:455700,f,4,2,70,23.7036841225918
2:448912;2:448987,2:448912,2:448987,f,5,2,70,147.01549926158
20656:2851541;20656:2851573,20656:2851541,20656:2851573,f,7,,30,157.819143769483
20656:2837056;2:451128,20656:2837056,2:451128,f,7,,30,109.92481204353
2:456673;20656:2856088,2:456673,20656:2856088,f,7,,40,177.365307377376
16593:48423;16593:48425,16593:48423,16593:48425,f,1,2,70,6.45630939490843
10017:22862;10017:22864,10017:22862,10017:22864,f,7,,40,57.249777855949
20656:771348;20656:771346,20656:771348,20656:771346,f,7,,30,10.763605390267
16585:28798;16585:28796,16585:28798,16585:28796,f,7,,30,12.7098922893292
2:3710976;20656:2828022,2:3710976,20656:2828022,f,7,,30,65.4901888836063
2:459776;2:459746,2:459776,2:459746,f,7,,30,99.974332119947
2:454603;11178:5953,2:454603,11178:5953,f,7,,30,62.8914166850515
1:200301400;2:3708702,1:200301400,2:3708702,f,0,2,80,422.431189520024
10082:95472;2:448634,10082:95472,2:448634,f,5,2,40,6.08934200021112
2:456301;2:456274,2:456301,2:456274,f,7,,40,28.1465910016979
2:454437;2:454370,2:454437,2:454370,f,7,,30,115.235714797923
2:450873;2:450971,2:450873,2:450971,f,7,,30,116.408029704602
2:448364;2:3707018,2:448364,2:3707018,f,5,2,70,66.499721990523
20656:2822580;20656:2822582,20656:2822580,20656:2822582,f,7,,40,58.5297272904561
20656:341949;20656:341947,20656:341949,20656:341947,f,7,,50,91.7589901647551
2:454707;2:454749,2:454707,2:454749,f,7,,30,160.943107657538
2:462397;2:462315,2:462397,2:462315,f,7,,70,449.786211505746
2:456162;2:3709597,2:456162,2:3709597,f,7,,40,98.772837429509
2:454502;2480C1310,2:454502,2480C1310,t,7,,30,100
16592:21162;16592:21154,16592:21162,16592:21154,f,7,,50,88.8481558173151
20656:372808;2:454737,20656:372808,2:454737,f,7,,30,124.362920752032
2:453323;2:453321,2:453323,2:453321,f,4,2,50,13.5810009201767
2:3709612;2:456113,2:3709612,2:456113,f,7,,70,1395.98189968184
2:445424;2:3706566,2:445424,2:3706566,f,5,2,70,224.363674282164
2:453368;2:3708568,2:453368,2:3708568,f,4,2,50,52.5744150094682
20656:2836388;2:455946,20656:2836388,2:455946,f,7,,40,34.2596914610519
2:3709684;2:3709685,2:3709684,2:3709685,f,7,,30,83.743495952472
10016:320108;2:457061,10016:320108,2:457061,f,7,,50,183.792261738696
10017:23229;10017:23233,10017:23229,10017:23233,f,7,,40,55.6165786998798
2:455223;20656:2893238,2:455223,20656:2893238,f,7,,50,7.08601622934103
16593:21836;2:3708787,16593:21836,2:3708787,f,7,,50,81.9067163048524
2:3711669;20656:2825010,2:3711669,20656:2825010,f,7,,30,8.13141771187237
2:459753;20656:2866500,2:459753,20656:2866500,f,7,,30,56.4492060619465
2:448035;2:448130,2:448035,2:448130,f,5,2,50,391.74146473442
20656:2868467;2:454725,20656:2868467,2:454725,f,7,,40,44.5214469257365
2:3708867;20656:2869764,2:3708867,20656:2869764,f,7,,30,7.94408616518709
2:459612;2:3710909,2:459612,2:3710909,f,0,2,90,205.098349062123
10446:250;10446:252,10446:250,10446:252,f,1,2,80,14.5158099667481
10082:132756;19307:19105,10082:132756,19307:19105,f,4,2,60,202.422481211507
2:459974;2:460011,2:459974,2:460011,f,7,,40,115.450744754192
2:3709873;10027:794753,2:3709873,10027:794753,f,5,1,70,88.8564946950149
10446:340;16593:48458,10446:340,16593:48458,f,0,1,70,6.65459998741876
2:462567;2:3711679,2:462567,2:3711679,f,7,,30,106.621816992874
20656:2806734;20656:2806275,20656:2806734,20656:2806275,f,7,,40,22.6743951487659
20656:375461;2:3708852,20656:375461,2:3708852,f,7,,30,193.030492101768
2:3710689;2:458809,2:3710689,2:458809,f,7,,50,89.8183662556029
20656:2869726;11178:6875,20656:2869726,11178:6875,f,7,,50,15.5592684273983
12732:25988;12732:25994,12732:25988,12732:25994,f,7,,40,331.87009304266
10017:23273;10017:23269,10017:23273,10017:23269,f,7,,40,26.8374223687911
20656:2825014;20656:2824996,20656:2825014,20656:2824996,f,7,,30,166.823130116388
2:3711091;2:460318,2:3711091,2:460318,f,7,,70,86.7881172756216
2:454912;2:454937,2:454912,2:454937,f,7,,40,37.8115983667568
11178:6481;2:455689,11178:6481,2:455689,f,4,2,70,17.8248985691345
10027:776566;2:455916,10027:776566,2:455916,f,7,,30,101.40226942189
2:459770;2:459730,2:459770,2:459730,f,7,,30,118.844599067119
18931:167086;18931:167084,18931:167086,18931:167084,f,7,,50,45.2229629244142
2:458977;2:459009,2:458977,2:459009,f,7,,50,33.1009626401526
2:3710794;2:459313,2:3710794,2:459313,f,7,,50,118.113153767316
2:460227;2:460231,2:460227,2:460231,f,7,,30,96.9405647858008
2:3708840;2:454445,2:3708840,2:454445,f,7,,30,50.1673325681082
2:460327;2:3711096,2:460327,2:3711096,f,7,,30,68.1722178124762
2:3708467;2:453252,2:3708467,2:453252,f,7,,30,55.3421056071856
1:200303600;2:3710233,1:200303600,2:3710233,f,4,2,50,185.504860092637
2:453351;2:3708605,2:453351,2:3708605,f,7,,40,118.52196112302
2:454884;2:454871,2:454884,2:454871,f,7,,50,28.5113405405095
2:3709740;20656:3691149,2:3709740,20656:3691149,f,7,,30,31.6610733563334
12727:131653;2:462101,12727:131653,2:462101,f,7,,70,25.1951682273943
12847:7442;12847:7437,12847:7442,12847:7437,f,7,,40,9.59199296260769
12732:25674;12732:25682,12732:25674,12732:25682,f,7,,30,80.6794145742169
2:455546;2:455510,2:455546,2:455510,f,4,2,80,77.9256303798145
20656:2822586;20656:2822580,20656:2822586,20656:2822580,f,7,,40,43.0603572057907
20656:2873591;2:456445,20656:2873591,2:456445,f,7,,50,16.1349162690215
2:441750;2:441726,2:441750,2:441726,f,5,2,70,260.487358508078
2:463534;2:463517,2:463534,2:463517,f,4,2,70,100.495792207147
2:448552;10082:95405,2:448552,10082:95405,f,5,2,40,1.0443610487611
2:3708914;2:454333,2:3708914,2:454333,f,7,,40,201.244522574373
2:455295;2:3709178,2:455295,2:3709178,f,7,,30,118.252321858708
2:455436;11178:9605,2:455436,11178:9605,f,7,,50,56.2555961916418
2:445642;2:445637,2:445642,2:445637,f,5,2,70,163.270736836853
11177:1801;2:438796,11177:1801,2:438796,f,3,2,40,22.0175978496347
2:450712;2:450763,2:450712,2:450763,f,7,,40,223.86900723949
16594:17383;2:458522,16594:17383,2:458522,f,0,2,90,275.592202255584
2:450678;2:3707488,2:450678,2:3707488,f,5,,50,111.634213340199
2:450828;2:450838,2:450828,2:450838,f,5,,40,16.7931010234942
20656:2830946;20656:2830916,20656:2830946,20656:2830916,f,7,,40,128.281754006621
2:442830;2:442778,2:442830,2:442778,f,7,,70,89.6730963182243
2:3705323;1:210301500,2:3705323,1:210301500,f,3,2,70,155.179686439045
11159:8665;12727:123878,11159:8665,12727:123878,f,3,2,100,5.22580271330392
2:454854;11178:1623,2:454854,11178:1623,f,7,,30,33.9390093312633
2:3710471;2:458262,2:3710471,2:458262,f,4,2,70,78.9959980681386
2:455500;20656:2817318,2:455500,20656:2817318,f,7,,40,301.244312557094
2:3712123;2:3712116,2:3712123,2:3712116,f,5,1,70,32.7688469431074
2:3706242;2:443499,2:3706242,2:443499,f,7,,70,591.557545777365
11178:6868;20656:2869678,11178:6868,20656:2869678,f,7,,40,26.6502652266288
16593:48525;16593:48517,16593:48525,16593:48517,f,0,2,110,54.4369409769461
20656:2873585;2:3709592,20656:2873585,2:3709592,f,7,,50,11.4375988300858
20656:341131;20656:2869017,20656:341131,20656:2869017,f,7,,40,53.4877639068571
16593:48456;16593:48458,16593:48456,16593:48458,f,1,2,70,7.18145904442197
2:454302;2:454295,2:454302,2:454295,f,7,,50,21.630652462278
2:3711017;20656:2832209,2:3711017,20656:2832209,f,7,,30,5.61894011362902
12724:306735;2:458098,12724:306735,2:458098,f,4,2,70,74.3363847779502
2:445231;2:445237,2:445231,2:445237,f,5,2,50,38.6085519417283
2:462418;2:3711675,2:462418,2:3711675,f,7,,30,45.5088069505238
20656:2852054;2:454883,20656:2852054,2:454883,f,7,,30,13.7566277847222
18931:174536;2:446420,18931:174536,2:446420,f,5,1,70,1035.90677350094
2:3709671;2:3709784,2:3709671,2:3709784,f,7,,30,270.082452232953
20656:361084;20661:27230,20656:361084,20661:27230,f,7,,40,113.213680847325
11178:6031;20656:2869023,11178:6031,20656:2869023,f,7,,40,172.175802170274
10027:776385;2:455433,10027:776385,2:455433,f,7,,30,87.9564735515632
2:3709716;2:456641,2:3709716,2:456641,f,7,,30,79.1409234214463
2:454013;20656:2873747,2:454013,20656:2873747,f,7,,30,70.6974209104657
20656:2824988;2:462522,20656:2824988,2:462522,f,7,,30,165.247836750119
2:453909;1:200401200,2:453909,1:200401200,f,4,2,50,103.423239679907
16587:25148;2480B4010,16587:25148,2480B4010,t,7,,30,100
2:452820;10747:2098,2:452820,10747:2098,f,1,1,70,3.95954037748985
2:454530;2:454547,2:454530,2:454547,f,7,,30,176.961598874254
20656:2889578;2:454238,20656:2889578,2:454238,f,7,,40,339.451459257334
10027:775219;2:454437,10027:775219,2:454437,f,7,,30,196.421823568701
19307:19105;2:456465,19307:19105,2:456465,f,4,2,60,14.7693058684606
2:3709560;20656:859982,2:3709560,20656:859982,f,7,,30,115.418331760973
2:3708881;2:3709085,2:3708881,2:3709085,f,7,,30,58.8195347701715
2:456204;20656:2889200,2:456204,20656:2889200,f,7,,30,129.322435988462
20656:2828000;15610:9726,20656:2828000,15610:9726,f,7,,30,295.005853557895
12726:148374;2:446571,12726:148374,2:446571,f,7,,30,721.916199029745
19328:932;19328:928,19328:932,19328:928,f,7,,40,25.9602981293788
2:3711047;2:460040,2:3711047,2:460040,f,4,2,70,389.42134481244
2:454254;20656:2870854,2:454254,20656:2870854,f,7,,40,18.0780935387984
2:453439;12727:131070,2:453439,12727:131070,f,4,2,70,169.985970788787
2:455982;2:455860,2:455982,2:455860,f,7,,30,173.790333203276
2:450863;2:3707530,2:450863,2:3707530,f,7,,30,388.00939421315
2:459516;2:459428,2:459516,2:459428,f,5,2,70,103.781339049934
11178:5046;20656:851868,11178:5046,20656:851868,f,7,,30,47.4192742215698
2:3708787;2:454001,2:3708787,2:454001,f,4,2,50,285.035162622132
20661:727;20661:811,20661:727,20661:811,f,7,,50,17.6740970016457
2:450594;2:3707456,2:450594,2:3707456,f,5,2,50,28.9839839338358
2:460343;2:460369,2:460343,2:460369,f,7,,40,126.848515675166
10027:755245;2:434662,10027:755245,2:434662,f,7,,70,156.523020824648
2:447374;12727:131058,2:447374,12727:131058,f,5,2,70,136.191876441865
2:456855;1:200301800,2:456855,1:200301800,f,5,2,50,25.8505035497969
10082:148630;10082:148851,10082:148630,10082:148851,f,4,2,40,7.7376214045141
11178:7926;2:453318,11178:7926,2:453318,f,7,,50,103.666303563052
2:456826;2:3709721,2:456826,2:3709721,f,7,,30,46.7976334809
2:460105;2:460103,2:460105,2:460103,f,7,,30,117.755135786225
2:457345;11178:5054,2:457345,11178:5054,f,7,,50,85.547067152987
2:449846;2:449928,2:449846,2:449928,f,5,2,70,289.827391534061
10017:21029;2:460710,10017:21029,2:460710,f,7,,50,40.9671548393442
11177:1863;1:210301500,11177:1863,1:210301500,f,5,2,50,248.923625012372
2:460217;2:460216,2:460217,2:460216,f,7,,30,80.0631578819256
20656:2832207;2:460225,20656:2832207,2:460225,f,7,,30,5.25099095392375
1:200300400;2:3707388,1:200300400,2:3707388,f,3,2,60,254.303860411916
2:458820;2:3710652,2:458820,2:3710652,f,4,2,50,81.589254939041
2:455425;20656:2893070,2:455425,20656:2893070,f,7,,30,98.3191207855226
2:460308;2:460329,2:460308,2:460329,f,7,,30,136.31795539147
2:456165;2:456139,2:456165,2:456139,f,4,2,60,223.736209631947
2:455241;2:455419,2:455241,2:455419,f,7,,30,12.7494804599035
11178:6994;11178:6996,11178:6994,11178:6996,f,7,,50,72.6428855222224
2:3709323;2:455627,2:3709323,2:455627,f,7,,70,95.7618108483715
2:450873;2:450914,2:450873,2:450914,f,7,,30,38.7201215346886
2:3709915;20656:2852861,2:3709915,20656:2852861,f,7,,30,147.490256713292
2:3708230;2:3708490,2:3708230,2:3708490,f,7,,30,46.5916684662485
2:443278;2:443403,2:443278,2:443403,f,5,1,70,536.299431509856
20656:851866;20656:851868,20656:851866,20656:851868,f,7,,30,40.9659145754221
2:454016;2:454018,2:454016,2:454018,f,7,,30,142.95371999196
10429:22;10429:24,10429:22,10429:24,f,3,2,60,115.260274302066
2:452284;2:452373,2:452284,2:452373,f,7,,30,67.2001295170522
2:3706445;2:3706479,2:3706445,2:3706479,f,3,2,100,72.8261776081747
2:460226;2:460227,2:460226,2:460227,f,7,,30,18.8240664045689
2:457397;2:457421,2:457397,2:457421,f,7,,70,83.2252860680198
20656:2852028;11178:3148,20656:2852028,11178:3148,f,7,,30,30.419261663889
2:456192;2:456204,2:456192,2:456204,f,7,,30,65.856550251115
16591:14131;16591:14129,16591:14131,16591:14129,f,7,,50,148.472755694469
20656:2827976;2:460269,20656:2827976,2:460269,f,7,,40,4.0570513923716
2:456098;2:456063,2:456098,2:456063,f,7,,30,117.827884970545
11180:998;16594:17453,11180:998,16594:17453,f,7,,50,44.4643365525698
2:455779;2:455810,2:455779,2:455810,f,7,,30,47.2579455115269
2:3707310;12734:214719,2:3707310,12734:214719,f,5,2,70,476.183006530157
2:3708416;2:3708820,2:3708416,2:3708820,f,4,2,50,17.3799120121811
2:450257;2:450226,2:450257,2:450226,f,7,,50,87.1695735285171
20656:2872164;20656:2872130,20656:2872164,20656:2872130,f,7,,50,15.549548064019
12727:131267;18931:174960,12727:131267,18931:174960,f,4,2,70,396.381703360855
20656:1979989;20656:2870396,20656:1979989,20656:2870396,f,7,,30,6.35082892200747
2:453153;2:3708490,2:453153,2:3708490,f,7,,30,61.5757970323406
2:3709610;20656:2866857,2:3709610,20656:2866857,f,7,,30,122.769936990857
20656:2868809;2:3709324,20656:2868809,2:3709324,f,7,,50,3.25578408325544
11178:1577;2:455767,11178:1577,2:455767,f,7,,30,8.04265099373007
2:3708102;2:452128,2:3708102,2:452128,f,4,2,70,66.4048294409442
2:456275;2:3709541,2:456275,2:3709541,f,7,,30,135.240904299653
20656:2878833;20656:2878903,20656:2878833,20656:2878903,f,7,,40,243.859832694843
2:455052;2:455044,2:455052,2:455044,f,7,,30,105.218958619812
20656:2858936;2:456089,20656:2858936,2:456089,f,7,,30,10.3496845846236
2:440832;2:440629,2:440832,2:440629,f,3,2,90,687.334307961169
11158:99049;20656:769014,11158:99049,20656:769014,f,7,,50,107.955495059222
20656:2868891;2:456079,20656:2868891,2:456079,f,7,,50,84.8453274578378
2:448552;2:448575,2:448552,2:448575,f,7,,50,86.1680961177297
20656:2850938;2:454769,20656:2850938,2:454769,f,7,,40,10.6763274202958
2:452119;20656:2874912,2:452119,20656:2874912,f,7,,30,8.97250293954036
11178:1883;1:200304715,11178:1883,1:200304715,f,7,,40,6.66278080062061
12847:4475;12847:4479,12847:4475,12847:4479,f,1,1,110,70.425749750414
1:210102800;2:3707020,1:210102800,2:3707020,f,5,2,70,109.890343778608
11179:499;11179:497,11179:499,11179:497,f,7,,50,74.2667035559051
20656:2852255;2:3708859,20656:2852255,2:3708859,f,7,,50,91.4151718754049
2:460240;2:460273,2:460240,2:460273,f,7,,40,76.9445986273321
2:455979;1:200402000,2:455979,1:200402000,f,5,1,70,34.9022567998282
2:455280;2:455319,2:455280,2:455319,f,7,,30,98.7836017260834
2:460333;11180:1266,2:460333,11180:1266,f,7,,30,242.576165269974
2:441341;2:440950,2:441341,2:440950,f,7,,70,1229.622880063
12843:13827;10082:96177,12843:13827,10082:96177,f,4,2,50,41.9513416154406
2:458870;12727:124180,2:458870,12727:124180,f,4,2,50,91.0824629109062
2:3706378;2:445172,2:3706378,2:445172,f,5,2,70,1317.25564120955
2:454769;20656:2850938,2:454769,20656:2850938,f,7,,40,10.6763274202958
2:457450;16592:20982,2:457450,16592:20982,f,5,2,50,6.34506650878236
19328:938;19328:934,19328:938,19328:934,f,7,,50,24.5468654915382
2:449651;2:449635,2:449651,2:449635,f,4,2,70,59.8453020423157
20656:2870416;20656:2873786,20656:2870416,20656:2873786,f,7,,30,151.657506892744
20656:450503;20656:450505,20656:450503,20656:450505,f,7,,30,59.1412849120314
2:3708725;11178:4623,2:3708725,11178:4623,f,0,2,80,78.8866428361812
2:455788;2:455793,2:455788,2:455793,f,7,,30,149.243413355058
12843:13805;12843:13807,12843:13805,12843:13807,f,1,1,110,81.3390864487502
11178:8070;11178:8068,11178:8070,11178:8068,f,7,,50,108.889484873123
2:456120;20656:2836218,2:456120,20656:2836218,f,7,,30,163.507328875272
20656:2827968;20656:2827752,20656:2827968,20656:2827752,f,7,,30,88.5358315832364
1:200301614;10082:93682,1:200301614,10082:93682,f,3,1,50,14.1152727575007
20656:2892869;20656:2892879,20656:2892869,20656:2892879,f,7,,40,89.3030288822156
2:456883;11178:4814,2:456883,11178:4814,f,7,,60,1.68353467403932
20656:359940;20656:376322,20656:359940,20656:376322,f,7,,30,28.3114998991336
11178:8395;11178:8393,11178:8395,11178:8393,f,7,,30,128.813490122027
16669:27236;16669:27240,16669:27236,16669:27240,f,0,2,80,41.9995276615084
2:455686;20656:2889661,2:455686,20656:2889661,f,7,,40,95.1455018001544
2:3708139;2:3708088,2:3708139,2:3708088,f,7,,30,69.656968281405
2:453948;16594:23179,2:453948,16594:23179,f,3,2,60,41.7801278378053
2:462421;20656:2823650,2:462421,20656:2823650,f,7,,30,6.55190628747793
20656:2859022;2:455590,20656:2859022,2:455590,f,7,,30,99.3173098222304
11178:9799;2:456042,11178:9799,2:456042,f,7,,30,22.1533110851173
2:442396;2:442423,2:442396,2:442423,f,7,,70,223.277040272593
2:457196;2:3709959,2:457196,2:3709959,f,7,,30,140.993557515028
11178:7926;2:453356,11178:7926,2:453356,f,7,,50,23.5246579784071
2:3711220;2:3711221,2:3711220,2:3711221,f,7,,50,219.380970152538
2:460343;2:460355,2:460343,2:460355,f,7,,40,61.9326197052472
2:3708636;12726:148394,2:3708636,12726:148394,f,7,,50,275.988417673043
16585:29349;11178:5917,16585:29349,11178:5917,f,7,,30,125.4205134234
10446:377;12847:5189,10446:377,12847:5189,f,1,2,110,8.91936158021993
2:462347;2:462350,2:462347,2:462350,f,7,,50,76.2657244991054
11180:1671;20656:368377,11180:1671,20656:368377,f,0,2,90,237.463833843402
10082:114882;10082:114886,10082:114882,10082:114886,f,4,1,40,68.1717805570924
2:455194;2:455142,2:455194,2:455142,f,7,,40,111.388982013448
20656:2851471;15590:3332,20656:2851471,15590:3332,f,7,,30,39.622405997347
20656:2806263;20656:4004830,20656:2806263,20656:4004830,f,7,,40,8.25750204066191
2:3706913;2:449412,2:3706913,2:449412,f,5,2,70,567.25432447942
2:459657;12727:131127,2:459657,12727:131127,f,4,2,70,901.976119788705
2:451305;11154:13202,2:451305,11154:13202,f,4,2,80,224.571374358527
2:448764;2:448782,2:448764,2:448782,f,7,,50,87.7402014486112
2:445971;2:446124,2:445971,2:446124,f,7,,70,540.677479929562
10017:23063;20656:2892975,10017:23063,20656:2892975,f,5,,50,127.765798084135
20656:2860846;20656:376444,20656:2860846,20656:376444,f,7,,30,11.5910931323059
2:452047;10082:96197,2:452047,10082:96197,f,4,2,70,79.068472378926
11178:6324;11158:99214,11178:6324,11158:99214,f,7,,50,56.7493823545217
10017:22078;10017:22080,10017:22078,10017:22080,f,7,,50,75.448723772292
20656:2893402;2480C1250,20656:2893402,2480C1250,t,7,,30,100
20661:24183;20656:2817304,20661:24183,20656:2817304,f,7,,50,121.662755240026
2:454681;2:454676,2:454681,2:454676,f,7,,30,7.85894064128587
20656:341725;15610:9231,20656:341725,15610:9231,f,7,,30,335.545052700641
1:200403500;19307:19004,1:200403500,19307:19004,f,5,2,40,22.1064017200985
2:455698;20656:2876195,2:455698,20656:2876195,f,7,,50,34.8893965895151
2:452820;10747:2104,2:452820,10747:2104,f,1,1,70,4.12120382921977
2:452671;2:452731,2:452671,2:452731,f,4,2,70,186.407693240139
19328:948;20656:2825606,19328:948,20656:2825606,f,5,,50,27.3320597724436
2:3709765;2:456728,2:3709765,2:456728,f,7,,40,38.5193668821434
20656:4004782;20656:4004768,20656:4004782,20656:4004768,f,7,,30,5.92236743183265
2:3710389;2:457931,2:3710389,2:457931,f,4,2,80,1262.34068068634
11178:7314;2:452743,11178:7314,2:452743,f,5,2,70,108.383247929924
2:3707182;2:449767,2:3707182,2:449767,f,4,2,70,132.016926218062
11179:420;11179:422,11179:420,11179:422,f,7,,30,17.9796109003066
2:446501;2:446541,2:446501,2:446541,f,4,2,60,278.298762620205
2:452585;2:452586,2:452585,2:452586,f,7,,30,45.5361113954513
2:450893;20656:2824226,2:450893,20656:2824226,f,7,,30,63.39952953274
2:454196;20656:2870870,2:454196,20656:2870870,f,7,,40,36.167161071506
2:3708979;20656:2733820,2:3708979,20656:2733820,f,7,,50,57.8361780217146
2:3710058;2:457168,2:3710058,2:457168,f,4,2,70,1005.19208268349
2:458031;16592:20910,2:458031,16592:20910,f,4,2,90,85.358479543208
2:458141;2:458010,2:458141,2:458010,f,4,2,90,299.247469373057
2:3710910;20656:2866426,2:3710910,20656:2866426,f,5,,60,163.475205846199
11158:99422;11158:99416,11158:99422,11158:99416,f,7,,50,38.2734707877385
2:456845;2:456804,2:456845,2:456804,f,7,,30,77.3756154491621
2:460323;20656:2832201,2:460323,20656:2832201,f,7,,40,13.561209422914
2:462344;2:462313,2:462344,2:462313,f,5,,50,131.518771751412
2:451855;2:451831,2:451855,2:451831,f,4,2,70,35.874667988693
11180:1453;11180:1447,11180:1453,11180:1447,f,7,,40,9.27632632041348
2:3705462;2:439072,2:3705462,2:439072,f,5,2,90,213.06461004277
2:453203;2:453167,2:453203,2:453167,f,7,,30,132.088263221028
2:455076;2:454979,2:455076,2:454979,f,4,2,40,205.215448816611
2:3711009;16592:21134,2:3711009,16592:21134,f,7,,40,11.6154679782646
2:455481;2:455477,2:455481,2:455477,f,7,,30,59.625792270193
